0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.200000000000000219e-02,0.000000000000000000e+00
5.000000000000000000e+00,1.150000000000000050e-01,6.999999999999999278e-03
1.000000000000000000e+01,1.369999999999999829e-01,7.200000000000000844e-02
1.500000000000000000e+01,1.509999999999999953e-01,1.150000000000000050e-01
2.000000000000000000e+01,1.730000000000000149e-01,1.580000000000000016e-01
2.500000000000000000e+01,1.730000000000000149e-01,2.089999999999999913e-01
3.500000000000000000e+01,2.010000000000000120e-01,2.660000000000000142e-01
4.500000000000000000e+01,2.010000000000000120e-01,3.240000000000000102e-01
5.500000000000000000e+01,2.230000000000000038e-01,3.810000000000000053e-01
7.500000000000000000e+01,2.089999999999999913e-01,4.320000000000000506e-01
9.500000000000000000e+01,1.150000000000000050e-01,4.959999999999999964e-01
1.150000000000000000e+02,6.500000000000000222e-02,5.180000000000000160e-01
1.450000000000000000e+02,3.600000000000000422e-02,5.470000000000000417e-01
